,code,year,cal_roa,cal_cfo,delta_roa,accrual,delta_lever,delta_liquid,eq_offer,delta_margin,delta_turn
43,066570,2015,0.03216457566845309,1.524451541231053,-0.019303475218648537,-1.4922869655626,0.0019080109622448271,1.109989602484573,0.0,-0.004927297182964169,-0.1373552109529952
44,066570,2016,0.03683878624989329,1.5246787042978034,0.0046742105814402,-1.48783991804791,0.0028246144949451435,1.0791521535330746,0.0,0.02028205674925715,0.00022716306675030218
45,003550,2012,,,,,,,,,
46,003550,2013,0.07281134370851233,0.6183215884826427,,-0.5455102447741305,,1.3947805751067797,,,
47,003550,2014,0.06308753137428114,0.5960901935809761,-0.009723812334231197,-0.533002662206695,,1.3294704501518917,0.0,-0.012359898625516591,-0.02223139490166659
48,003550,2015,0.06569197776920055,0.5749458682456465,0.002604446394919413,-0.509253890476446,0.00939523297082033,1.5319302669365156,0.0,0.010883162778942246,-0.021144325335329617
49,003550,2016,0.07419634284957569,0.5917967930962181,0.008504365080375137,-0.5176004502466425,-0.02809482268681386,1.3071847055195807,0.0,0.0046428330989154165,0.016850924850571602
50,000270,2012,,,,,,,,,
51,000270,2013,0.09806375702930184,1.4691476191196393,,-1.3710838620903374,,1.2467231895645479,,,
52,000270,2014,0.07110019225007766,1.301669281223502,-0.02696356477922418,-1.2305690889734244,,1.390924259708677,0.0,-0.013523145364593592,-0.1674783378961373
53,000270,2015,0.057359383298980125,1.206539535427661,-0.013740808951097534,-1.1491801521286809,-0.005170922134437483,1.2614144939226268,0.0,0.0008846052944123939,-0.0951297457958411
54,000270,2016,0.05353358223805902,1.1464285318151697,-0.003825801060921105,-1.0928949495771108,0.001077505876979079,1.2871513950353606,0.0,-0.0013714407243276272,-0.06011100361249122
55,006400,2012,,,,,,,,,
56,006400,2013,-0.001039000136758852,0.31467936474136515,,-0.315718364878124,,1.3511748834285116,,,
57,006400,2014,0.006709190416146015,0.518604693022802,0.007748190552904866,-0.511895502606656,,1.5683860779147039,23206.0,-0.010143796496056734,0.20392532828143684
58,006400,2015,-0.016751051285182436,0.3102886611495721,-0.02346024170132845,-0.32703971243475455,-0.032306358106007294,1.4912130545334141,0.0,-0.00010230683688214337,-0.2083160318732299
59,006400,2016,-0.05709170246466937,0.3205376788102531,-0.04034065117948693,-0.37762938127492246,0.0007316883885338105,1.7888060375994215,0.0,-0.02523711335870754,0.010249017660680981
60,034220,2012,,,,,,,,,
61,034220,2013,0.047568421186064,1.1053966979220635,,-1.0578282767359994,,1.138883651597014,,,
62,034220,2014,0.06250253277876223,1.2182909914124984,0.014934111592698238,-1.1557884586337361,,1.2239958355188911,0.0,0.013425006426486391,0.1128942934904349
63,034220,2015,0.07077844665960147,1.2358538460801618,0.00827591388083923,-1.1650753994205603,-0.019263389381946605,1.4427195987110073,0.0,0.008799804850752546,0.017562854667663386
64,034220,2016,0.05808613660885603,1.173932859580213,-0.012692310050745434,-1.115846722971357,0.04048626033175787,1.485387250609927,0.0,-0.010518441629102065,-0.061920986499948816
65,139480,2012,,,,,,,,,
66,139480,2013,0.05998862411345203,1.0637563764945133,,-1.0037677523810613,,0.3666885707307428,,,
67,139480,2014,0.04466653335202803,1.0077981401841734,-0.015322090761423997,-0.9631316068321453,,0.3868202319492096,0.0,0.0024111389485435564,-0.055958236310339915
68,139480,2015,0.036433300114410025,0.9864421954574447,-0.008233233237618008,-0.9500088953430347,-0.018201655257362004,0.37218073777366606,0.0,-0.0009461499361727022,-0.021355944726728637
69,139480,2016,0.03773005605864597,1.0196036222509701,0.001296755944235943,-0.9818735661923241,-0.013692868930374635,0.4350688135872784,0.0,0.002783335633166406,0.033161426793525406
70,009540,2012,,,,,,,,,
71,009540,2013,0.0162761973146446,1.0997483823857117,,-1.0834721850710671,,1.1032477234860512,,,
72,009540,2014,-0.061074181603711086,0.9882986495434544,-0.0773503789183557,-1.0493728311471655,,1.0782935363270036,0.0,-0.07370707094688633,-0.11144973284225734
73,009540,2015,-0.02884980299495621,0.8660150283547148,0.03222437860875488,-0.894864831349671,0.04702684339346275,1.1784581093767954,0.0,0.04715765009443824,-0.12228362118873959
74,009540,2016,0.03301339718383265,0.7905699734823107,0.06186320017878886,-0.7575565762984781,-0.05259354582290063,1.1204742229798206,0.0,0.08257739272393158,-0.07544505487240405
75,030200,2012,,,,,,,,,
76,030200,2013,0.02428792713448238,0.689005787676396,,-0.6647178605419136,,0.8910155223485708,,,
77,030200,2014,-0.011668019742568342,0.6402838388786488,-0.035955946877050726,-0.6519518586212172,,0.875772599537241,0.0,0.0,-0.04872194879774716
78,030200,2015,0.03828041035661944,0.6596858669745822,0.049948430099187785,-0.6214054566179628,-0.0790599103357339,0.9934339593815213,0.0,0.0,0.019402028095933388
79,030200,2016,0.049077082422355735,0.7751447708835258,0.010796672065736292,-0.7260676884611701,0.007412428286626749,1.0187151059300772,0.0,0.0,0.11545890390894364
80,004020,2012,,,,,,,,,
81,004020,2013,0.0,0.5766883871487362,,-0.5766883871487362,,0.9795631539490557,,,
82,004020,2014,0.0,0.5678252374299974,0.0,-0.5678252374299974,,1.0399365229314308,0.0,0.0013860886608491885,-0.2778515452935937
83,004020,2015,0.0,0.5575662374109174,0.0,-0.5575662374109174,0.004728221782254016,1.0014134562234134,16896.0,-0.004182850310018957,0.12364288098952159
84,004020,2016,0.0,0.5226479603387104,0.0,-0.5226479603387104,-0.03421545497422174,0.9973374861113352,0.0,0.0027030347273131056,-0.08959644245733811
85,023530,2012,,,,,,,,,
86,023530,2013,0.040297864397140955,0.7654358570302986,,-0.7251379926331576,,1.1588735861847503,,,
87,023530,2014,0.03049272860373334,0.7210089044679373,-0.009805135793407613,-0.690516175864204,,1.1948099196499735,0.0,0.004721017748425704,-0.04442695256236129
88,023530,2015,0.02130422663219234,0.7268768748909784,-0.009188501971541002,-0.7055726482587861,0.03651921073168046,1.3422073808694777,0.0,-0.005939323778569927,0.005867970423041102
89,023530,2016,0.023108432651313963,0.7255828160705293,0.0018042060191216236,-0.7024743834192153,-0.016650131731241746,1.2649305690439834,0.0,0.010080275998248567,-0.0012940588204490844
90,161390,2012,,,,,,,,,
91,161390,2013,0.1435457260405572,0.9842379689381756,,-0.8406922428976185,,1.3432667405327878,,,
92,161390,2014,0.13265764057036972,0.8590843685826011,-0.010888085470187492,-0.7264267280122314,,1.2640469938162602,0.0,0.025630261578233338,-0.12515360035557455
93,161390,2015,0.10636796761569599,0.7726091576042537,-0.02628967295467373,-0.6662411899885577,0.0713706582609779,1.1657791171290182,0.0,0.005422005690676024,-0.08647521097834732
94,161390,2016,0.11617667810289234,0.6973106967673182,0.009808710487196351,-0.5811340186644258,-0.03563160623631961,1.345869486143069,0.0,0.024465468528122314,-0.07529846083693559
95,078930,2012,,,,,,,,,
96,078930,2013,0.04343229421912254,0.7538440722977432,,-0.7104117780786207,,1.3038292952592616,,,
97,078930,2014,-0.002716782721483476,0.8599159403843065,-0.04614907694060602,-0.86263272310579,,0.940823657233239,0.0,-0.06750233936078363,0.10607186808656333
98,078930,2015,0.10643829899879054,0.8080472268866307,0.10915508172027401,-0.7016089278878401,0.1306420596263771,0.8238822523430158,0.0,0.12814257854799393,-0.051868713497675856
99,078930,2016,0.09221569036656134,0.7076918952363479,-0.014222608632229197,-0.6154762048697866,-0.11360363019736158,0.6557666146017029,0.0,0.00041134823095487216,-0.10035533165028276
100,032640,2012,,,,,,,,,
101,032640,2013,0.048890311758817535,1.0326097739139846,,-0.983719462155167,,0.7215131629986115,,,
102,032640,2014,0.04894586434877134,0.934164186139337,5.555258995380147e-05,-0.8852183217905657,,0.7143123540448582,0.0,0.0,-0.09844558777464751
103,032640,2015,0.05263863290894773,0.8986535871322421,0.0036927685601763904,-0.8460149542232943,-0.019439397177343443,0.7749086951984854,0.0,0.0,-0.03551059900709497
104,032640,2016,0.0624617186846289,0.9581666806125011,0.009823085775681174,-0.8957049619278722,-0.04644629194742417,0.7328663072580216,0.0,0.0,0.059513093480259016
105,009830,2012,,,,,,,,,
106,009830,2013,0.007890098003577102,0.6338153044849191,,-0.625925206481342,,1.0165249033431885,,,
107,009830,2014,0.011029853846237933,0.6289757368201602,0.003139755842660831,-0.6179458829739223,,0.9620801538319512,21656.0,-0.0021467329353734577,-0.004839567664758904
108,009830,2015,0.026753152729772595,0.6380072429828642,0.015723298883534662,-0.6112540902530915,-0.0010949247376599303,0.8813961425290325,0.0,0.02750658187129773,0.009031506162703984
109,009830,2016,0.05625073090866565,0.6683811437836308,0.029497578178893053,-0.6121304128749652,-0.01993485705169276,0.9115229156676028,2870.0,0.0349692457360645,0.03037390080076663
110,001040,2012,,,,,,,,,
111,001040,2013,0.03675793919487642,0.8815368126503388,,-0.8447788734554623,,1.0040629238612677,,,
112,001040,2014,0.045341421190849635,0.8846757097592175,0.008583481995973218,-0.8393342885683679,,0.9712697392084457,44.0,0.01913275640830614,0.003138897108878713
113,001040,2015,0.05318429536982862,0.918721125449883,0.007842874178978984,-0.8655368300800544,-0.041633550975851585,0.9044429580507307,49.0,0.0050611836770513285,0.03404541569066555
114,001040,2016,0.053174711634851504,1.0166394054190324,-9.5837349771144e-06,-0.9634646937841809,0.02239967753640576,0.9076746180815707,43.0,-0.0051079465612885455,0.09791827996914937
115,000720,2012,,,,,,,,,
116,000720,2013,0.05523726291164156,1.0867046944220642,,-1.0314674315104226,,1.5982753455170706,,,
117,000720,2014,0.05653700610234207,1.1779552040364094,0.00129974319070051,-1.1214181979340674,,1.6310570869677068,0.0,0.000873306813292507,0.09125050961434522
118,000720,2015,0.05970698179187266,1.0541847998859937,0.003169975689530584,-0.9944778180941211,-0.015433370756956027,1.6592329131342345,0.0,0.00798611409851653,-0.12377040415041574
119,000720,2016,0.05989426411233017,0.9728642229239126,0.00018728232045751164,-0.9129699588115825,-0.02710482695488453,1.7072728062375566,0.0,0.012818483686464752,-0.08132057696208106
120,004800,2012,,,,,,,,,
121,004800,2013,0.03528063830575101,0.9133394952772548,,-0.8780588569715038,,0.5738887214250163,,,
122,004800,2014,0.04416478278813042,0.8958112791418783,0.00888414448237941,-0.8516464963537479,,0.5700004289962732,0.0,0.014363036534402102,-0.017528216135376473
123,004800,2015,0.0695480260311944,0.9119006124254962,0.02538324324306397,-0.8423525863943019,0.016447162886245537,0.627712921850882,0.0,0.030493352877364266,0.016089333283617946
124,004800,2016,0.07252814850019768,0.8512778684067429,0.0029801224690032824,-0.7787497199065452,-0.034805160151724746,0.5881741894616944,0.0,0.018078010978274356,-0.06062274401875334
125,097950,2012,,,,,,,,,
126,097950,2013,0.027942684658861135,0.8773718282610313,,-0.8494291436021701,,0.9989619591739891,,,
127,097950,2014,0.044594597712021004,0.8998276749030527,0.01665191305315987,-0.8552330771910317,,0.9638151192012496,39.0,0.01722717794725237,0.022455846642021382
128,097950,2015,0.05614857579246974,0.9657717935248418,0.011553978080448737,-0.909623217732372,-0.029623820319693073,0.9268337123536005,20.0,0.014496759617277838,0.06594411862178906
129,097950,2016,0.06134996985732953,1.0590483642601738,0.005201394064859789,-0.9976983944028442,0.04215654920165052,1.038614836898811,3.0,0.0024814992890511145,0.09327657073533202
130,036460,2012,,,,,,,,,
131,036460,2013,0.03663581945816179,0.937003898407059,,-0.9003680789488973,,1.4678415523361796,,,
132,036460,2014,0.02454771840486892,0.8538575902101343,-0.012088101053292874,-0.8293098718052654,,1.3984157548435374,0.0,-0.010253123320976547,-0.0831463081969247
133,036460,2015,0.02154728403861967,0.5570150701209826,-0.0030004343662492494,-0.5354677860823629,-0.004503340167448355,1.7481400666817952,0.0,0.014847164239905286,-0.2968425200891517
134,036460,2016,0.02164970246788158,0.498005206517159,0.00010241842926191069,-0.47635550404927746,0.010382311147096424,1.53769608443059,0.0,0.010026133680111737,-0.0590098636038236
135,002380,2012,,,,,,,,,
136,002380,2013,0.03395960427843535,0.47377560635346777,,-0.4398160020750324,,3.4522985749520423,,,
137,002380,2014,0.038769209825106746,0.48212708087235334,0.004809605546671397,-0.4433578710472466,,2.8447048370078303,0.0,0.014491208157343033,0.008351474518885571
138,002380,2015,0.035728110018683853,0.3945205574421719,-0.0030410998064228922,-0.35879244742348804,-0.029660007282209716,1.6043380539856416,37.0,0.0246402927942502,-0.08760652343018144
139,002380,2016,0.0376747292756111,0.402667847967505,0.001946619256927247,-0.3649931186918939,0.0057458397359427815,1.3644292101341282,0.0,0.006757772864811551,0.008147290525333084
140,010060,2012,,,,,,,,,
141,010060,2013,-0.014581802953432971,0.40580663320998756,,-0.42038843616342053,,1.1675505657798142,,,
142,010060,2014,-0.010411802325024068,0.33146588262038346,0.004170000628408903,-0.34187768494540755,,1.034880658436214,0.0,-0.005931304746075006,-0.0743407505896041
143,010060,2015,-0.01949530309177741,0.3102318327579862,-0.009083500766753343,-0.32972713584976365,0.01779625592587125,1.5136585827367623,0.0,-0.041690884826238304,-0.021234049862397242
144,010060,2016,0.01662606627408964,0.3753175188182134,0.03612136936586705,-0.35869145254412377,-0.10756762094947267,1.3779364924823012,0.0,0.08318967765200527,0.06508568606022719
145,241560,2012,,,,,,,,,
146,241560,2013,,,,,,,,,
147,241560,2014,inf,inf,,,,1.487136057630462,10.0,,
148,241560,2015,0.06162868386308928,0.6458648347116684,-inf,-0.5842361508485792,-0.3452962159689687,1.9647403685092126,0.0,0.011114705236409644,-inf
149,241560,2016,0.06504549146652046,0.6205771312488905,0.003416807603431181,-0.55553163978237,-0.02853672641164684,2.0706972208678693,100239.0,0.010417349490881078,-0.025287703462777977
150,010140,2012,,,,,,,,,
151,010140,2013,0.05495711744595872,0.8917659605036858,,-0.8368088430577271,,1.1348278794155238,,,
152,010140,2014,0.010502004056888246,0.7390227317719765,-0.044455113389070475,-0.7285207277150882,,1.0572361505781167,0.0,-0.06190559367661728,-0.1527432287317093
153,010140,2015,-0.08771696210131508,0.5673583405899816,-0.09821896615820333,-0.6550753026912967,0.11216763723289935,1.0564632418402278,0.0,-0.15820888242137834,-0.17166439118199495
154,010140,2016,-0.008507888581338479,0.6019209795169115,0.0792090735199766,-0.6104288680982499,-0.09148036170575104,1.100052621454961,159125.0,0.14460724820463172,0.0345626389269299
155,000880,2012,,,,,,,,,
156,000880,2013,0.008298262056296905,0.372049076890042,,-0.3637508148337451,,1.042454301131549,,,
157,000880,2014,0.004551960107519584,0.33053280364792165,-0.003746301948777321,-0.3259808435404021,,0.9331223115875995,0.0,-0.012004971700420926,-0.04151627324212037
158,000880,2015,0.006132146483311619,0.3345315725703497,0.0015801863757920346,-0.3283994260870381,0.00227556264468487,0.8771451973683182,0.0,0.011825065122267726,0.003998768922428064
159,000880,2016,0.011577462482931804,0.32357961435972604,0.005445315999620185,-0.31200215187679425,-0.007162742920533982,0.9100164261307239,22472.0,0.015119573332881109,-0.010951958210623669
160,004170,2012,,,,,,,,,
161,004170,2013,0.0439679815397332,0.35038344086515283,,-0.30641545932541964,,0.36322640079642204,,,
162,004170,2014,0.036460145840583366,0.33230932923731693,-0.007507835699149833,-0.29584918339673355,,0.4963746148801644,0.0,-0.0011095879093354633,-0.018074111627835898
163,004170,2015,0.03304944240964767,0.3232687591802256,-0.003410703430935698,-0.2902193167705779,-0.10977147916055999,0.3087613673313125,0.0,-0.003666420151530625,-0.009040570057091357
164,004170,2016,0.031749760361295606,0.3722438391699092,-0.0012996820483520619,-0.3404940788086136,0.07017880369655313,0.4055581337089679,0.0,0.0037383747484449614,0.048975079989683645
165,012630,2012,,,,,,,,,
166,012630,2013,-0.02228378268453828,0.6352271460549586,,-0.6575109287394968,,1.6299653630305158,,,
167,012630,2014,0.03509676334175386,0.6973221488844105,0.05738054602629214,-0.6622253855426566,,1.5504295271696378,0.0,0.05053754311161375,0.062095002829451906
168,012630,2015,0.06561599323508258,0.7753056930755612,0.03051922989332872,-0.7096896998404786,0.0008244122865240511,1.6882412070254667,0.0,0.06049582632392153,0.07798354419115072
169,012630,2016,0.09386615076369127,0.8620364858586445,0.028250157528608696,-0.7681703350949531,-0.04256115751534803,1.6101035353981519,0.0,0.015437774143750777,0.08673079278308327
170,000120,2012,,,,,,,,,
171,000120,2013,0.017490121269927782,1.0342144706363265,,-1.0167243493663987,,1.389450255488563,,,
172,000120,2014,0.03625301602180215,0.989448263292194,0.018762894751874367,-0.9531952472703918,,1.4534931837513507,0.0,0.02654930478838649,-0.0447662073441325
173,000120,2015,0.04108204963393105,1.1129046459719207,0.0048290336121289,-1.0718225963379897,-0.117778276141451,0.9640006845159383,0.0,0.0036861580200651667,0.1234563826797267
174,000120,2016,0.05075891736233166,1.351397292294839,0.00967686772840061,-1.3006383749325072,0.0968182424879108,1.1091920697020632,0.0,0.0017059614022582326,0.23849264632291822
175,028670,2012,,,,,,,,,
176,028670,2013,-0.031060756512423463,0.3750982492748434,,-0.4061590057872669,,0.9133243058634616,,,
177,028670,2014,0.04425291949189878,0.3371979844799216,0.07531367600432225,-0.2929450649880228,,1.2309124767225328,93651.0,0.19913430603034066,-0.03790026479492181
178,028670,2015,0.05032328271825148,0.39915268553926886,0.006070363226352703,-0.3488294028210174,-0.18518727064868762,1.2547440136258892,309886.0,-0.0025013254077281555,0.06195470105934725
179,028670,2016,0.038917270089099454,0.4343691183696932,-0.01140601262915203,-0.39545184828059377,-0.024863382901820497,1.0943309791945028,9968.0,-0.03876446480603481,0.03521643283042436
180,007070,2012,,,,,,,,,
181,007070,2013,0.05321211746819456,1.6159461323833744,,-1.5627340149151798,,1.4644026101277963,,,
182,007070,2014,0.04975886170223846,1.722994767524626,-0.0034532557659560995,-1.6732359058223876,,1.2688779628678357,0.0,-0.008579795884823604,0.10704863514125162
183,007070,2015,0.07732295922385954,2.1482694026553975,0.027564097521621075,-2.070946443431538,0.20520555711078692,0.5511425276068015,0.0,-0.01928928049789075,0.42527463513077146
184,007070,2016,0.046047838564378496,1.56308613011059,-0.03127512065948104,-1.5170382915462115,-0.20211873419979537,0.6140425741436755,0.0,-0.010145257096076055,-0.5851832725448074
185,047050,2012,,,,,,,,,
186,047050,2013,0.021280158164604778,2.2916427794536034,,-2.2703626212889985,,1.0226616449727133,,,
187,047050,2014,0.04548159184966778,2.468096248225218,0.024201433685063004,-2.42261465637555,,1.0396188030666451,0.0,0.00547548350082748,0.17645346877161439
188,047050,2015,0.03948240367331951,1.8763680470876911,-0.005999188176348272,-1.8368856434143717,0.022284819724029542,1.109207561230193,0.0,0.012868252272377936,-0.5917282011375267
189,047050,2016,0.03955341712978504,2.05041338753994,7.101345646552681e-05,-2.010859970410155,-0.014713553656740375,1.0874141631898304,0.0,-0.004667540901471201,0.17404534045224884
190,000210,2012,,,,,,,,,
191,000210,2013,0.003603335129246707,0.8946483295734237,,-0.891044994444177,,1.554348142883726,,,
192,000210,2014,-0.025061554940392562,0.8619759715479387,-0.02866489006963927,-0.8870375264883312,,1.4935705449573542,0.0,-0.030531284395458266,-0.03267235802548496
193,000210,2015,0.02564661517903653,0.8977938456428026,0.05070817011942909,-0.8721472304637661,0.01863280071696946,1.4053057596215597,0.0,0.060551034938228665,0.03581787409486392
194,000210,2016,0.03476119550198965,0.8167310269716508,0.009114580322953123,-0.7819698314696611,0.01115660319710371,1.3568684790441676,0.0,0.017352583256110554,-0.08106281867115184
195,047040,2012,,,,,,,,,
196,047040,2013,-0.024815098810059923,0.8907510862818125,,-0.9155661850918725,,1.460742559480015,,,
197,047040,2014,0.042181083171726606,0.9874248071833405,0.06699618198178653,-0.9452437240116138,,1.650546803032808,0.0,0.037687375358999235,0.09667372090152793
198,047040,2015,0.016465533877441225,0.9639130544959076,-0.02571554929428538,-0.9474475206184664,-0.06840013898484687,1.4121372257464084,0.0,-0.01990030301578625,-0.023511752687432885
199,047040,2016,-0.046428205900209754,1.10356220519073,-0.06289373977765098,-1.1499904110909396,-0.1265288330292901,0.9622499610348538,0.0,-0.047942353960090174,0.1396491506948223
200,006260,2012,,,,,,,,,
201,006260,2013,0.03751104009325719,1.1293933623638637,,-1.0918823222706064,,1.226166642972175,,,
202,006260,2014,0.031960235079910575,1.0875943482488424,-0.005550805013346614,-1.0556341131689317,,1.3445792903553984,0.0,0.0010235419524164263,-0.041799014115021293
203,006260,2015,0.030410014183793323,0.9674924098322907,-0.0015502208961172513,-0.9370823956484974,-0.021217996732683875,1.3235272935876647,0.0,0.01365998085229414,-0.1201019384165517
204,006260,2016,0.036430814443599996,0.9736719334269093,0.0060208002598066725,-0.9372411189833093,-0.05562010856993049,1.2539388256179358,0.0,0.0003334447475844826,0.006179523594618597
205,069960,2012,,,,,,,,,
206,069960,2013,0.07281929156605087,0.2840217181967674,,-0.21120242663071653,,0.8914880749309928,,,
207,069960,2014,0.06493105338430306,0.2770827270113968,-0.007888238181747803,-0.21215167362709375,,0.5698588991338362,0.0,-0.007333796603790854,-0.006938991185370613
208,069960,2015,0.06383446635420625,0.29151712198623486,-0.00109658703009681,-0.2276826556320286,0.09400950767488828,0.83786320225236,0.0,0.006748181540229936,0.01443439497483806
209,069960,2016,0.06219434006671157,0.29732910231542725,-0.0016401262874946865,-0.23513476224871568,-0.02691264230754145,0.8675794953038362,0.0,-0.013170028416476964,0.00581198032919239
210,006360,2012,,,,,,,,,
211,006360,2013,-0.07943732777398002,0.8123132316288707,,-0.8917505594028508,,1.371124882066056,,,
212,006360,2014,0.004117544343868464,0.7634435770894907,0.08355487211784848,-0.7593260327456223,,1.4122238941894967,20000.0,0.08482166740573593,-0.04886965453937997
213,006360,2015,0.009322085025174287,0.8073962691804553,0.005204540681305823,-0.798074184155281,-0.07237223905473553,1.3375881736635982,0.0,0.006609900398797448,0.04395269209096453
214,006360,2016,0.010993818764229567,0.8485339652715892,0.0016717337390552804,-0.8375401465073596,0.019186825936167523,1.347617571259713,0.0,-0.007550000509074749,0.041137696091133935
215,042670,2012,,,,,,,,,
216,042670,2013,0.03200522477715442,0.6701460980044158,,-0.6381408732272614,,1.3459165404714435,,,
217,042670,2014,0.039453938469658556,0.6696482773577298,0.007448713692504133,-0.6301943388880713,,1.2200600392774648,0.0,0.00980140267748858,-0.0004978206466860202
218,042670,2015,-0.007952377726651964,0.49884381510073655,-0.04740631619631052,-0.5067961928273885,-0.0885174215526871,0.9785062961354755,0.0,-0.018621504810985567,-0.17080446225699325
